id	age	sex	marital	children	educ	source	smoke	smokenum	lotr1	lotr2	lotr3	lotr4	lotr5	lotr6	mastery1	mastery2	mastery3	mastery4	mastery5	mastery6	mastery7	panas1	panas2	panas3	panas4	panas5	panas6	panas7	panas8	panas9	panas10	panas11	panas12	panas13	panas14	panas15	panas16	panas17	panas18	panas19	panas20	swls1	swls2	swls3	swls4	swls5	pss1	pss2	pss3	pss4	pss5	pss6	pss7	pss8	pss9	pss10	rses1	rses2	rses3	rses4	rses5	rses6	rses7	rses8	rses9	rses10
290	31	male	living with partner	no	graduate degree	work	yes	30	3	2	3	2	1	5	1	1	1	1	4	1	2	4	2	1	4	1	4	4	2	4	2	2	3	4	1	4	2	4	5	3	1	5	5	5	6	2	3	2	3	4	4	2	4	4	2	1	4	4	1	4	1	4	4	1	1	1
291	44	female	single	no	some secondary school	work	yes	4	3	3	3	3	3	3	3	3	1	1	4	1	3	5	3	2	3	1	4	3	3	3	2	2	3	4	1	3	1	3	3	1	1	4	4	4	4	2	3	2	4	4	3	3	3	3	5	2	4	4	2	4	2	3	3	1	1	1
292	51	male	remarried	yes	some secondary school	money/finances	no	0	3	2	4	2	3	4	2	3	2	1	4	1	2	3	1	1	3	1	4	4	2	3	1	2	3	4	1	3	1	3	3	1	1	5	4	5	5	5	2	3	2	4	4	2	4	4	2	3	3	4	1	3	2	3	3	1	1	1
293	45	male	married first time	yes	some additional training	work	no	0	2	2	2	2	2	3	2	2	1	2	3	2	2	4	2	2	5	1	3	3	1	3	2	2	3	4	1	3	1	4	4	2	1	5	5	5	6	2	3	3	3	4	4	3	3	3	3	3	3	3	2	3	2	2	3	3	3	1
294	50	male	remarried	no	graduate degree	work	no	0	4	1	4	2	1	5	1	3	1	1	4	2	1	4	1	2	3	1	4	4	1	4	1	2	4	4	1	3	1	3	4	2	1	5	6	6	6	4	2	2	3	4	4	2	5	4	3	1	4	4	1	4	1	4	3	1	1	1
295	50	male	married first time	yes	some additional training	work	yes	280	3	2	3	3	3	3	2	3	2	2	3	2	2	4	3	2	3	1	4	3	1	3	1	2	2	3	1	2	1	3	3	2	1	3	1	5	4	3	3	3	3	4	3	3	3	4	3	3	4	3	2	4	2	4	3	2	2	1
296	19	female	single	no	some additional training	work			4	3	3	2	2	3	1	4	2	2	4	2	2	4	2	2	4	1	5	4	2	4	2	2	4	4	2	5	2	3	5	2	1	4	4	5	6	6	2	3	3	4	4	2	3	4	3	2	3	4	2	3	1	3	3	2	2	2
297	60	female	divorced	no	some secondary school		yes		3	4	3	2	3	3	3	3	4	4	4	4	2	4	3	2	2	2	3	3	2	2	2	2	3	4	2	4	3	4	4	3	3	4	4	4	6	5	5	4	4	4	3	3	4	3	4	3	4	4	1	4	4	4	4	1	1	1
298	56	male	steady relationship	yes	graduate degree	work	no	0	5	1	5	4	3	4	2	2	2	3	3	1	2	5	1	1	2	1	4	4	3	4	2	2	4	4	2	3	1	3	4	4	5	3	3	4	2	1	4	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	2	3	3	2
299	35	male	married first time	yes	some additional training	children	no	0	2	4	3	3	2	3	3	3	2	2	3	2	2	3	2	1	2	1	4	4	3	3	2	3	3	3	2	3	2	3	3	3	1	6	5	6	5	3	4	4	3	4	3	3	3	3	4	3	4	3	1	4	2	3	4	4	3	4
300	33	male	single	no	some secondary school	work	yes	30	2	2	1	3	3	1	3	3	1	2	3	1	2	2	1	1	2	1	4	4	1	4	3	2	2	2	1	4	1	3	5	1	1	2	2	2	2	1	3	3	2	5	3	2	4	3	2	1	3	3	2	3	2	3	3	2	2	1
301	32	male	married first time	no	some additional training	work	no	0	4	2	3	2	2	4	2	3	1	2	4	2	2	4	1	2	2	1	5	2	2	1	2	4	2	3	1	2	2	3	3	1	1	4	3	4	3	3	3	3	4	3	4	2	4	4	3	2	4	4	1	1	2	3	3	2	2	1
302	41	male	married first time	yes	graduate degree	work	yes	3	4	1	4	2	2	4	3	3	2	3	3	2	2	3	1	2	4	1	4	4	2	2	1	1	1	3	2	1	1	2	3	4	2	3	4	4	4	3	2	3	4	4	4	3	4	3	3	2	4	4	1	3	1	3	3	2	1	1
303	22	male	single	no	undergraduate degree	work	no	0	4	2	5	2	2	4	2	4	2	2	3	1	2	4	2	1	2	2	3	3	1	3	2	2	3	4	1	3	1	4	4	1	1	6	6	6	4	6	2	2	2	4	4	2	4	4	3	2	3	3	1	3	1	4	3	1	1	1
304	46	female	married first time	yes	some secondary school	family	no	0	1	2	5	2	1	5	2	4	1	4	3	1	1	4	2	1	5	1	5	3	2	3	1	1	3	3	1	2	1	4	3	1	1	6	4	5	6	5	3	2	3	4	3	2	5	4	2	1	4	4	1	4	4	4	4	1	1	1
305	28	male	living with partner	no	some additional training	work	no	0	4	4	4	3	1	5	2	3	2	2	4	2	3	4	2	1	3	1	4	3	1	3	1	3	2	3	1	3	1	3	3	1	1	5	5	5	5	4	2	2	3	4	3	3	4	4	3	2	4	4	1	4	1	3	2	2	3	1
306	33	male	married first time	no	some additional training	money/finances	no	0	3	2	3	2	2	4	1	4	2	1	4	2	2	2	1	1	2	2	3	4	1	3	2	4	2	3	1	2	2	3	4	1	1	4	4	4	3	5	2	2	3	4	3	4	4	3	2	2	4	4	1	4	2	3	2	2	1	1
307	75	female	married first time	no	some secondary school	family	no	0	1	3	5	3	1	5	1	4	4	4	4	2	3	5	3	1	3	1	1	5	3	2	1	2	1	3	1	1	2	3	4	1	1	6	5	5	3	2	1	1	4	3	2	4	4	4	3	1	4	4	1	4	1	4	4	1	1	1
308	36	female	divorced	no	some additional training	work	yes	20	2	1	3	1	1	4	2	3	2	2	4	1	1	3	3	1	3	1	4	4	3	4	3	4	1	3	1	2	2	2	1	1	1	4	3	1	3	1	4	3	3	5	4	4	4	4	2	3	4	4	1	4	1	4	4	2	1	1
309	36	male	steady relationship	no	some additional training	money/finances	yes	60	5	2	5	2	2	5	2	4	1	1	4	1	1	4	2	2	4	1	3	5	1	4	1	2	3	3	1	3	1	3	3	2	2	4	4	4	5	4	4	4	3	5	3	2	4	4	5	2	4	4	1	4	1	4	3	1	1	1
310	33	male	single	no	some additional training	work	no	0	2	2	5	2	2	4	3	4	4	2	3	2	2	4	4	1	4	2	4	4	1	3	1	2	1	4	1	4	1	3	4	1	1	3	3	3	2	2	3	3	3	2	3	1	3	3	4	1	4	4	4	4	4	4	4	2	3	2
311	44	female	divorced	no	graduate degree	work	no	0	4	2	4	2	2	4	2	3	2	2	3	2	2	4	1	1	4	1	4	4	1	3	2	2	3	4	1	3	1	4	4	1	1	2	4	4	3	3	2	2	2	4	4	2	3	4	2	2	4	4	2	4	2	4	4	2	3	2
312	23	male	steady relationship	no	undergraduate degree	work	no	0	2	2	3	2	2	4	2	3	3	2	3	2	1	5	2	2	2	1	5	5	2	4	1	2	4	4	2	4	2	4	3	3	3	5	5	6	4	3	3	4	3	4	4	5	4	4	3	2	3	3	1	3	2	3	3	2	3	3
313	44	female	married first time	yes	high school	lack of time	no	0	3	2	4	2	2	3	1	1	1	1	3	1	2	4	2	1	3	1	4	5	2	4	1	2	4	5	1	3	1	4	4	1	1	4	4	5	6	5	3	1	3	5	3	3	4	5	3	2	4	4	1	3	1	3	3	1	1	1
314	40	female	married first time	yes	high school	friendships	no	0	3	3	1	3	2	5	2	3	2	2	3	3	3	5	4	4	3	1	4	2	2	3	2	2	2	3	3	2	1	2	2	4	3	2	2	2	5	1	3	3	3	3	3	3	3	3	3	3	4	4	2	2	4	2	2	4	3	2
315	31	female	married first time	yes	undergraduate degree	life in general	no	0	4	2	4	2	2	4	2	4	1	1	4	1	2	5	3	2	4	1	5	3	3	4	2	3	5	3	2	4	2	4	3	2	2	6	6	6	7	7	3	2	4	4	4	3	4	4	4	2	4	4	1	4	1	4	4	2	2	1
316	26	female	steady relationship	no	undergraduate degree	money/finances	yes		4	2	3	2	1	3	1	4	2	1	4	1	2	4	2	2	3	1	3	3	1	4	1	3	1	2	1	3	3	2	3	1	1	3	3	5	4	3	3	2	3	4	4	3	3	3	4	2	4	4	1	4	2	4	3	2	1	1
317	21	female	single	no	undergraduate degree	work	no	0	2	3	3	3	3	2	1	3	2	1	3	2	2	3	4	1	2	1	3	4	2	2	1	2	1	2	2	3	1	3	3	4	2	4	5	5	4	4	4	3	4	3	2	2	3	2	1	1	3	3	1	3	1	3	3	2	1	1
318	46	male	married first time	yes	graduate degree	work	no	0	4	1	4	1	1	5	1	3	1	1	4	1	2	4	2	1	4	1	4	3	1	3	1	2	2	4	1	2	1	4	4	1	1	5	5	5	5	5	2	3	2	4	4	3	4	3	2	2	4	4	1	4	1	4	4	1	4	1
319	32	female	married first time	yes	high school	money/finances	no	0	3	2	2	2	2	4	2	4	2	2	4	2	1	3	2	1	4	2	4	3	2	4	1	1	2	2	1	4	1	3	3	2	1	6	6	5	5	5	2	3	3	5	4	3	4	4	2	2	3	3	1	3	1	4	4	4	1	1
320	20	male	single	no	high school	work	no	0	4	2	4	3	2	5	3	3	2	2	4	3	3	3	2	4	4	2	4	1	2	1	1	1	3	2	2	2	3	3	3	4	2	5	5	5	4	3	1	3	4	2	4	3	2	3	3	3	3	3	2	2	2	3	2	4	4	1
321	21	male	single	no	undergraduate degree	work	no	0	3	2	4	2	1	4	2	3	2	3	3	4	2	4	2	1	4	4	4	3	4	3	2	2	2	2	3	4	5	3	3	3	1	2	4	4	4	2	3	4	3	3	3	2	3	3	3	4	3	4	1	3	1	3	3	3	2	1
322	31	male	living with partner	yes	high school	health/illness	no	0	4	3	4	2	3	5	3	4	1	1	3	1	2	4	1	1	3	1	3	4	1	2	1	2	4	4	1	2	1	4	3	2	2	5	5	3	3	1	2	2	2	4	4	4	4	4	3	1	4	4	1	4	2	4	3	2	1	1
323	35	female	remarried	yes	some additional training	family	no	0	4	1	5	2	1	2	2	3	3	2	4	2	4	3	4	2	5	1	5	4	4	4	3	3	1	3	2	2	3	3	4	2	1	4	1	2	1	2	4	3	4	3	3	4	3	3	3	2	4	4	1	4	1	2	3	3	3	2
324	26	male	living with partner	no	undergraduate degree	work	no	0	2	2	4	3	3	5	2	3	1	1	3	1	2	4	1	1	3	2	5	3	1	3	2	3	3	3	2	3	3	4	4	2	2	6	5	5	3	4	3	2	3	4	3	2	4	4	1	2	4	4	1	4	1	4	4	1	2	2
325	23	female	single	no	undergraduate degree	work	no	0	3	2	4	2	3	3	3	3	2	3	4	3	3	3	3	2	3	2	3	3	3	2	2	2	3	3	1	3	2	3	2	2	1	4	5	4	3	6	3	3	3	3	3	4	3	3	3	3	3	3	2	3	2	3	3	3	2	2
326	39	female	married first time	yes	some additional training	work	no	0	4	2	4	1	2	4	2	4	1	2	4	1	2	4	1	1	4	1	5	2	2	3	1	4	4	4	1	5	4	4	5	1	2	2	4	6	7	7	3	3	4	4	3	3	4	4	3	2	4	4	1	4	1	4	3	2	1	1
327	46	male	remarried	yes	graduate degree	lack of time	no	0	2	3	2	2	3	2	3	3	2	2	3	2	3	3	2	2	2	1	4	4	2	3	2	3	2	3	2	3	1	4	3	2	2	4	4	5	5	4	3	3	4	4	3	3	3	3	4	3	4	4	1	4	1	3	3	1	2	1
328	60	female	married first time	no	undergraduate degree	family	yes	140	4	2	3	1	1	4	3	3	1	2	4	1	2	4	4	1	2	2	4	4	4	3	2	3	2	3	1	4	2	3	3	3	3	6	6	6	6	6	5	3	4	4	3	2	4	3	2	1	3	3	1	3	3	3	3	4	3	2
329	42	male	married first time	yes	graduate degree	work	no	0	4	1	3	2	2	4	1	2	2	1	4	4	1	5	3	2	4	1	4	4	2	4	3	2	4	4	2	4	2	4	3	2	2	5	3	5	5	3	4	3	3	4	4	3	4	4	2	2	4	3	1	4	1	3	3	2	2	2
330	35	female	married first time	yes	some secondary school	children	no	0	4	1	4	2	1	4	1	4	1	1	4	1	1	4	2	2	4	2	4	5	2	4	1	4	3	3	2	3	2	3	4	1	1	6	6	6	6	3	2	2	3	4	4	2	3	4	2	2	4	4	1	3	3	4	4	1	3	1
331	22	female	single	yes	high school	money/finances	no	0	5	4	3	3	4	2	2	3	3	2	4	2	3	4	3	1	3	4	3	2	3	3	2	1	4	3	1	4	4	3	2	1	1	3	3	3	1	2	3	3	3	3	2	3	2	3	3	3	4	4	3	3	2	2	2	3	3	3
332	44	female	married first time	yes	high school	work	no	0	5	3	5	3	5	5	4	4	3	4	4	1	4	5	3	1	3	1	5	5	3	4	3	3	3	4	1	3	1	3	3	2	1	4	4	4	4	1	4	1	4	4	3	3	4	4	5	3	4	4	1	4	1	4	4	1	1	1
333	46	male	separated	no	some additional training	family	no	0	2	3	4	4	2	2	2	3	1	1	2	1	1	4	2	1	4	1	3	4	2	3	1	1	2	3	1	3	1	3	4	2	1	2	2	5	6	2	2	4	1	4	3	3	3	4	2	3	4	4	1	3	1	4	4	1	1	3
334	29	female	married first time	yes	high school	work	no	0	3	3	3	3	3	4	2	3	2	2	1	2	1	4	3	1	3	1	3	3	1	3	1	2	3	4	1	3	1	3	4	1	1	5	5	6	6	3	3	3	3	4	4	3	4	4	3	2	4	4	1	3	1	4	2	2	1	1
335	55	male	divorced	no	undergraduate degree	work	no	0	4	2	4	2	2	4	2	3	2	2	3	1	1	4	2	1	3	1	4	4	1	4	2	2	4	4	1	4	3	4	4	1	1	4	4	4	5	2	2	2	2	4	4	2	4	4	3	2	3	4	1	4	1	4	3	1	1	1
336	21	female	single	no	undergraduate degree	work	no	0	4	4	2	4	2	5	2	3	1	1	2	1	3	4	4	2	3	1	4	4	4	4	1	2	3	3	2	4	1	4	4	4	3	4	4	4	4	4	3	3	4	4	3	3	3	3	3	3	3	3	2	3	2	3	3	1	2	2
337	41	female	remarried	yes	undergraduate degree	money/finances	yes	100	4	1	4	1	1	5	2	3	1	1	2	1	2	5	3	2	4	1	4	4	2	4	1	2	4	4	2	4	1	4	4	3	1	5	5	5	5	6	3	2	3	5	4	4	4	4	3	3	3	4	1	3	1	3	4	1	1	1
338	67	male	married first time	no	high school	health/illness	no	0	4	2	4	2	1	5	1	4	1	1	4	2	1	4	2	2	4	5	4	4	2	3	1	2	3	4	2	2	5	2	4	4	1	5	6	4	5	3	4	4	4	4	3	3	3	4	4	2	3	4	2	3	3	2	2	2	4	2
339	53	female	married first time	no	some additional training	spouse/partner	no	0	3	2	4	1	4	4	1	3	1	1	4	1	1	4	3	2	3	1	4	5	3	4	1	2	3	3	1	3	1	3	4	1	1	2	2	2	2	2	4	1	2	4	3	2	4	4	2	1	4	4	1	4	1	4	4	3	1	1
340	56	female	married first time	no	some secondary school	health/illness	no	0	5	4	4	3	2	4	2	4	3	3	3	2	2	5	2	2	2	1	5	2	2	4	1	2	2	2	3	2	1	3	4	3	1	4	3	4	6	5	3	3	2	4	3	2	4	4	2	2	3	3	1	3	1	4	3	3	2	1
341	18	female	single	no	high school	work	no	0	3	2	2	2	2	4	2	3	1	2	3	1	2	4	2	1	3	2	4	2	2	3	3	3	4	4	2	3	4	3	3	3	2	4	4	3	5	5	3	3	4	3	4	2	3	3	2	1	4	4	1	3	3	3	3	2	2	1
342	44	female	single	no	graduate degree		yes	25	3	2	5	1	1	4	1	4	1	1	4	1	1	4	4	2	2	4	5	4	3	4	1	2	4	4	2	3	2	4	4	2	1	5	4	4	5	5	4	3	4	4	3	2	5	4	3	2	4	4	1	4	1	4	4	1	2	2
343	51	male	remarried	yes	high school	work	no	0	4	1	4	1	1	4	1	3	2	1	4	1	1	4	2	1	4	1	4	3	1	3	2	2	3	3	1	4	1	4	4	2	1	5	5	5	5	5	3	2	1	4	4	1	1	5	2	2	4	3	1	3	1	3	3	1	1	1
344	64	male	married first time	no	graduate degree	money/finances	no	0	4	1	4	2	1	3	1	3	1	2	4	1	2	4	1	2	4	2	3	4	1	3	2	1	1	3	2	3	1	3	3	1	1	4	5	4	4	2	2	3	3	4	3	2	4	3	3	2	4	4	1	3	1	3	3	1	3	1
345	38	female	divorced	yes	undergraduate degree	work	no	0	2	2	4	2	3	4	2	3	2	2	3	2	2	5	2	2	3	1	4	4	2	4	1	2	4	4	2	4	1	4	4	2	2	5	5	5	6	5	3	3	3	4	4	3	3	4	3	2	3	4	1	3	1	3	3	2	1	1
346	48	male	married first time	yes	some additional training	work	no	0	5	2	4	1	3	4	1	4	1	1	4	1	1	4	2	1	4	1	4	4	1	4	2	2	3	2	1	4	1	4	4	2	1	4	4	4	5	2	2	3	2	5	3	2	4	4	3	1	4	4	1	4	1	4	4	1	1	1
347	27	male	living with partner	no	high school	money/finances	yes	150	4	1	5	2	3	5	2	4	3	2	4	1	1	3	2	2	3	1	5	2	5	2	1	3	3	2	2	3	1	4	5	2	2	5	5	6	6	7	3	2	3	4	3	2	4	4	3	2	4	4	1	4	1	3	4	1	2	1
348	46	female	married first time	yes	undergraduate degree	work	no	0	3	2	1	3	3	3	3	2	3	3	4	4	3	3	2	1	5	2	2	4	2	3	1	3	3	3	1	4	4	3	3	1	1	5	3	5	5	4	1	2	3	3	3	4	3	2	3	4	2	4	2	2	4	2	2	4	4	3
349	48	female	married first time	no	high school	lack of time	no	0	3	3	4	2	3	3	3	3	3	2	1	2	3	4	1	2	2	1	5	3	3	3	2	2	2	4	2	3	1	2	3	4	4	3	3	2	3	6	3	3	4	3	2	3	3	3	4	2	4	4	1	3	1	2	3	3	2	1
350	55	female	married first time	no	some additional training	life in general	no	0	5	1	4	2	1	5	2	3	2	3	3	2	2	4	3	1	3	1	3	1	2	3	1	1	2	3	2	4	1	3	3	2	2	5	4	6	6	4	3	2	3	5	4	4	4	4	3	4	4	4	1	4	1	4	2	1	1	1
351	34	male	married first time	yes	high school	work	no	0	4	2	3	1	1	5	3	4	1	4	4	3	2	3	5	1	5	1	3	4	5	4	3	4	2	2	1	3	3	3	3	1	1	1	1	3	3	1	3	3	3	2	3	4	4	3	4	3	4	4	1	4	1	3	4	2	4	3
352	27	male	married first time	no	undergraduate degree	lack of time	no	0	3	4	2	4	3	3	2	2	2	2	3	3	3	3	2	1	2	3	4	3	5	2	2	2	2	2	1	4	1	4	3	3	3	2	6	3	4	1	2	2	3	4	3	3	2	4	4	2	2	3	2	3	2	2	3	4	3	3
353	63	female	divorced	no	high school	family	no	0	3	4	4	3	3	3	3	3	4	4	3	2	3	4	3	2	4	2	5	5	2	4	1	1	3	3	1	4	2	4	3	1	1	1	3	3	4	3	3	3	2	3	2	2	4	3	3	1	3	3	2	3	2	3	3	2	2	3
354	23	female	steady relationship	no	some additional training	work	no	0	3	2	4	3	2	4	2	3	3	2	4	2	4	3	4	2	3	1	4	4	5	3	2	4	3	3	2	3	2	3	3	2	2	2	4	4	4	3	4	3	4	4	3	3	3	4	4	3	4	4	2	3	1	3	4	4	3	2
355	22	female	living with partner	no	some additional training	friendships	no	0	3	2	3	2	3	3	2	3	4	2	3	3	3	4	3	2	2	1	4	3	3	3	1	2	2	3	2	3	1	3	3	3	2	5	5	4	5	4	4	4	3	3	3	2	3	3	3	3	4	4	1	4	2	2	2	3	3	4
356	48	female	married first time	yes	undergraduate degree	work	no	0	4	2	5	1	2	5	2	3	1	1	4	1	2	4	2	1	4	1	3	4	1	4	2	2	4	4	1	4	1	4	4	2	2	6	6	6	6	5	3	2	3	4	4	3	3	4	3	2	4	4	1	4	1	4	4	1	2	1
357	22	male	single	no	undergraduate degree	life in general	no	0	4	1	4	1	2	5	2	3	4	1	3	3	3	4	2	3	4	1	4	3	2	3	1	3	3	4	2	3	1	4	4	3	2	3	6	3	3	2	3	4	4	3	3	2	4	3	4	2	3	4	1	4	1	2	2	3	3	2
358	32	male	single	no	high school	work	yes	150	4	1	3	1	2	4	2	3	1	2	4	2	2	4	2	2	4	1	4	2	3	4	2	2	3	4	2	4	2	4	3	2	2	5	4	4	3	4	2	3	3	4	4	2	4	4	3	2	4	4	1	4	1	4	3	3	1	1
359	41	female	steady relationship	no	graduate degree	work	yes	1	2	2	3	3	2	3	2	3	2	2	1	3	3	4	3	4	2	1	5	5	3	4	2	1	3	4	2	3	3	4	4	2	2	4	4	4	3	3	3	3	3	4	3	3	4	3	3	3	4	4	2	3	1	2	3	4	2	3
360	38	male	married first time	yes	some additional training	money/finances	yes	120	3	2	3	1	1	4	1	3	2	2	4	2	2	3	4	2	3	1	3	3	2	3	1	2	2	3	2	3	1	3	3	2	2	4	4	5	5	4	3	2	3	4	4	3	4	4	3	3	4	4	1	3	1	3	3	3	2	3
361	29	male	single	yes	some additional training	work	no	0	3	2	4	2	1	5	1	2	2	2	3	1	3	3	3	1	4	1	3	4	1	4	2	2	2	2	1	2	1	4	4	2	1	3	4	4	2	3	3	3	3	4	4	3	3	3	2	3	4	4	2	4	1	3	4	2	1	1
362	62	female	married first time	no	some additional training		no	0	3	2	3	4	1	4	2	4	1	1	2	2	3	2	2	1	4	2	4	4	1	4	2	2	1	3	1	3	1	4	3	2	1	3	3	4	5	4	3	3	2	3	3	3	4	4	3	3	4	4	1	4	1	3	3	1	1	1
363	41	female	divorced	yes	undergraduate degree	work	yes	5	5	1	4	2	2	4	1	4	1	1	4	1	1	3	5	2	3	1	5	4	4	4	3	3	4	4	2	2	1	3	3	2	2	5	6	6	6	4	5	1	5	5	3	2	5	4	5	5	4	4	1	4	1	4	3	1	1	1
364	31	female	single	no	undergraduate degree	work	no	0	2	2	3	3	3	4	2	2	2	2	3	2	3	4	2	1	3	2	3	4	3	3	4	4	3	3	1	2	1	3	3	1	1	4	5	5	4	4	3	3	4	3	3	3	3	3	4	2	4	4	2	4	2	3	3	2	2	2
365	41	male	married first time	no	undergraduate degree	work	no	0	2	2	4	3	3	4	3	4	1	2	3	1	1	4	2	1	4	1	4	5	1	4	3	3	4	3	1	4	1	4	3	1	1	5	3	6	6	6	3	1	2	4	4	3	3	4	3	1	4	4	1	1	3	4	3	1	1	1
366	24	male	married first time	yes	undergraduate degree	spouse/partner	no	0	4	3	4	3	4	3	2	3	2	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	4	2	3	2	3	3	2	1	5	6	6	6	4	2	2	3	3	3	3	3	3	2	3	3	3	2	3	2	3	3	2	3	3
367	48	male	married first time	yes	high school	work	no	0	3	2	4	2	2	4	3	4	1	1	4	2	1	4	4	2	4	1	4	4	2	4	1	2	3	4	1	4	1	4	4	1	1	6	6	7	7	7	3	2	3	4	3	2	4	4	2	1	4	4	1	4	1	4	4	1	2	1
368	27	male	living with partner	no	some secondary school	work	no	0	4	2	4	2	2	4	2	4	2	3	4	2	2	3	1	1	3	1	4	4	1	3	1	2	4	3	1	5	2	3	4	2	1	3	3	4	2	2	2	3	3	4	3	2	4	4	2	2	4	4	1	4	1	4	4	1	3	1
369	61	female	widowed	yes	high school	work	no	0	4	2	4	1	1	5	1	4	1	1	4	2	2	4	2	1	3	1	4	5	2	4	2	2	3	4	1	4	1	5	4	2	2	6	6	6	7	6	3	2	3	5	4	3	5	4	4	3	3	3	1	3	1	4	4	3	2	1
370	55	female	single	yes	graduate degree	work	no	0	4	1	4	1	1	4	1	4	1	1	4	1	1	4	3	2	4	1	5	3	2	4	1	1	3	4	1	3	1	4	4	1	1	5	5	5	6	6	2	3	2	4	4	3	4	4	2	2	4	4	1	4	1	4	4	1	2	1
371	37	female	living with partner	no	undergraduate degree	work	no	0	4	1	5	1	1	5	1	4	1	1	4	1	2	4	2	1	3	1	3	3	2	3	2	3	1	4	1	4	1	3	3	1	1	7	7	7	7	7	3	2	3	5	4	3	3	4	2	3	2	4	1	4	1	4	4	1	1	1
372	22	male	living with partner	no	undergraduate degree	money/finances	no	0	2	1	3	2	2	3	1	3	2	2	4	2	3	4	3	1	4	1	3	3	2	3	1	2	2	4	1	3	1	3	3	2	1	5	6	5	5	4	3	3	3	4	4	2	4	4	2	2	4	4	1	4	1	4	3	2	2	2
373	47	female	married first time	yes	some secondary school	children	no	0	4	2	4	2	2	4	2	3	3	2	3	2	2	4	3	3	2	2	4	1	2	3	1	3	1	4	3	4	2	3	4	3	3	5	5	6	6	5	3	3	3	3	3	3	3	4	3	3	4	4	2	3	2	4	3	1	1	1
374	42	male	married first time	yes	undergraduate degree	family	no	0	5	2	5	1	1	5	1	4	1	1	4	1	2	4	3	1	4	1	4	5	2	3	1	2	3	4	1	4	1	4	3	1	1	5	5	5	5	3	3	2	3	5	4	3	4	4	3	3	4	4	1	4	1	4	1	1	1	1
375	47	male	married first time	yes	graduate degree	work	no	0	3	4	4	2	2	4	2	3	1	3	4	1	2	3	2	1	3	1	4	3	2	3	2	2	4	5	1	2	1	3	4	2	1	4	4	4	5	4	2	2	3	4	4	2	4	4	3	2	4	4	1	4	4	4	4	2	1	1
376	50	female	divorced	yes	some additional training	money/finances	yes	200	3	2	3	3	2	4	3	3	4	3	4	2	3	4	2	4	5	1	4	2	3	4	2	2	3	4	2	4	2	4	5	2	1	2	2	3	4	3	4	3	3	4	4	3	4	4	3	3	4	4	1	4	1	3	3	2	3	3
377	19	male	single	no	high school	work	no	0	4	3	5	1	1	4	1	4	2	1	4	1	2	4	2	1	4	1	5	4	2	4	2	3	5	3	1	3	2	4	3	2	2	5	6	6	5	5	3	3	4	5	5	2	4	4	3	2	4	4	1	3	1	4	4	1	1	1
378	37	male	married first time	yes	some additional training	work	no	0	3	1	4	1	1	5	1	4	1	1	4	1	2	3	3	2	1	1	4	3	2	3	1	2	2	3	2	3	1	3	4	2	1	5	4	5	6	2	3	2	3	4	3	3	4	3	3	2	4	4	1	4	1	4	4	3	1	1
379	37	female	remarried	yes	high school	work	no	0	3	2	4	3	2	4	2	4	2	2	3	2	2	4	2	3	4	1	5	5	2	4	4	2	3	4	3	2	1	3	4	2	2	5	5	7	6	5	3	3	3	4	4	3	4	4	4	2	4	4	1	3	1	4	4	2	1	1
380	35	female	divorced	yes	some additional training	friendships	no	0	4	1	4	1	1	4	2	4	2	2	4	1	3	4	3	2	3	1	1	3	2	5	1	3	2	4	2	4	2	4	4	2	1	5	5	5	5	3	2	3	2	4	4	3	4	4	3	2	4	4	1	3	1	4	3	2	1	1
381	33	female	widowed	yes	some additional training	work	yes	200	1	4	2	3	2	4	2	3	2	2	4	2	3	4	2	1	3	2	3	4	1	3	1	1	3	3	1	4	2	3	3	2	1	2	3	5	6	2	2	2	2	4	4	3	3	3	3	2	3	3	1	4	1	2	2	4	1	3
382	22	female	single	no	undergraduate degree	work	no	0	3	3	3	2	4	2	1	3	2	2	4	2	1	2	2	4	3	1	5	5	1	3	1	2	4	2	4	2	2	3	2	4	4	3	3	6	6	6	3	3	4	4	3	3	4	3	4	2	4	4	1	4	1	3	4	1	2	3
383	20	female	single	no	some additional training	work	no	0	4	4	3	3	2	3	2	3	3	1	4	3	3	4	2	2	3	1	4	3	1	3	2	2	1	1	1	4	1	3	4	4	1	5	4	4	5	4	3	4	4	4	3	4	5	3	1	3	4	4	1	3	1	3	4	1	2	1
384	18	female	steady relationship	no	high school	work	no	0	3	4	3	2	1	5	2	3	1	2	4	2	1	3	3	1	1	2	5	4	3	3	2	3	1	2	1	4	1	2	3	4	3	5	6	6	6	5	2	3	4	3	3	4	3	2	3	1	3	3	2	2	3	2	3	2	4	3
385	31	female	married first time	yes	some additional training	children	no	0	5	1	5	1	1	5	2	4	1	1	4	1	1	4	2	1	3	1	4	4	1	4	1	2	4	3	1	2	2	3	3	2	1	5	6	7	6	6	3	2	3	4	4	3	4	4	3	3	4	4	1	4	1	4	4	1	1	1
386	44	male	remarried	no	undergraduate degree	life in general	no	0	3	3	3	4	2	3	1	2	2	2	4	1	1	4	2	2	4	2	4	4	1	3	1	1	4	4	2	4	1	4	4	2	2	7	7	7	6	4	3	2	3	4	4	2	4	3	2	2	4	4	1	4	1	4	4	1	3	1
