id	age	sex	marital	children	educ	source	smoke	smokenum	lotr1	lotr2	lotr3	lotr4	lotr5	lotr6	mastery1	mastery2	mastery3	mastery4	mastery5	mastery6	mastery7	panas1	panas2	panas3	panas4	panas5	panas6	panas7	panas8	panas9	panas10	panas11	panas12	panas13	panas14	panas15	panas16	panas17	panas18	panas19	panas20	swls1	swls2	swls3	swls4	swls5	pss1	pss2	pss3	pss4	pss5	pss6	pss7	pss8	pss9	pss10	rses1	rses2	rses3	rses4	rses5	rses6	rses7	rses8	rses9	rses10	lotr	mastery	pss	rses	posaff	negaff
266	41	female	married first time	yes	some secondary school	work	no	0	5	5	5	5	5	5	4	4	4	4	4	4	4	4	1	1	5	1	4	4	1	4	2	2	4	3	1	4	1	4	4	1	1	6	5	6	4	6	3	2	3	1	2	2	2	3	3	2	4	4	4	4	4	4	4	4	4	4	30	28	23	40	40	12
267	49	female	married first time	yes	undergraduate degree	children	yes	10	3	5	4	5	4	3	3	3	2	3	3	3	3	4	2	2	3	1	2	4	2	4	1	2	4	4	2	4	1	4	4	1	1	6	6	6	6	6	3	3	3	3	2	4	3	2	3	2	4	4	4	4	4	4	4	4	2	4	24	20	28	38	37	15
268	50	female	steady relationship	no	high school	work	yes		3	4	3	5	5	5	3	3	2	3	3	2	2	5	3	3	4	1	4	4	3	3	1	1	3	4	3	4	1	4	4	3	3	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	4	4	4	2	3	3	2	2	3	25	18	30	30	39	22
269	35	male	married first time	yes	some additional training	work	no	0	4	2	4	3	4	4	4	2	3	3	4	4	2	4	1	2	4	1	4	3	2	4	1	1	4	5	1	3	2	4	4	3	1	5	5	5	6	3	3	4	3	2	2	3	3	2	3	2	4	4	4	4	4	4	3	4	4	4	21	22	27	39	39	15
270	55	female	separated	no	undergraduate degree	spouse/partner	no	0	3	5	3	4	4	3	3	2	3	2	4	2	2	3	3	4	2	1	4	3	3	3	3	2	2	3	4	3	2	3	4	4	2	1	1	3	4	5	4	4	3	2	3	3	3	3	3	3	3	3	4	2	4	2	2	3	2	4	22	18	31	29	30	28
271	30	male	single	no	graduate degree	work	no	0	3	3	3	3	3	3	2	3	2	2	3	4	4	5	1	1	3	1	4	3	2	3	1	1	3	3	1	5	1	4	4	1	1	3	3	4	4	4	2	3	2	2	3	2	2	3	2	2	4	4	3	3	4	3	3	2	4	4	18	20	23	34	37	11
272	26	male	married first time	yes	undergraduate degree	work	no	0	2	5	5	5	5	4	4	4	4	4	4	4	2	3	1	1	3	1	5	5	3	4	1	2	4	4	1	5	3	5	4	4	2	4	5	4	4	2	3	3	3	2	2	3	2	2	3	3	4	4	4	4	4	4	3	2	4	4	26	26	26	37	42	19
273	48	male	remarried	yes	high school	work	no	0	4	5	4	4	5	5	4	4	3	4	3	4	3	5	4	1	4	1	4	4	2	5	2	2	4	4	1	3	1	5	4	2	1	6	5	7	7	5	4	2	3	1	2	1	4	1	3	1	4	4	4	4	4	4	4	4	4	4	27	25	22	40	42	17
274	51	male	married first time	yes	undergraduate degree	work	no	0	4	4	5	4	4	5	4	4	3	4	4	4	4	4	1	1	3	1	3	4	2	4	1	2	3	4	1	3	1	4	4	1	1	6	6	6	6	6	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4	3	2	26	27	20	37	36	12
275	22	female	single	no	high school	money/finances	no	0	1	1	1	1	1	2	3	2	2	1	4	1	3	4	2	1	1	4	4	2	1	3	4	4	4	4	1	4	3	4	4	2	2	2	4	3	3	1	3	4	3	3	4	3	3	3	4	3	4	4	2	2	3	2	1	1	1	1	7	16	33	21	34	24
276	19	male	single	no	high school	work	no	0	3	3	5	4	2	3	3	3	4	4	3	4	4	4	3	2	2	2	3	4	3	3	1	2	4	3	2	4	2	4	3	2	1	5	6	6	5	3	2	2	2	2	3	2	2	3	3	1	4	4	4	4	4	4	4	4	4	4	20	25	22	40	34	20
277	30	male	living with partner	no	some additional training	work	yes	40	3	3	4	4	3	4	3	4	3	3	4	3	4	4	2	2	3	1	3	3	1	3	2	2	2	2	2	3	1	2	3	1	2	5	6	3	4	4	3	2	2	2	2	2	3	3	3	2											21	24	24		28	16
278	28	female	living with partner	yes	undergraduate degree	work	no	0	3	5	3	5	3	5	4	3	2	4	3	4	2	4	2	2	1	1	4	2	4	2	4	3	2	2	1	3	2	3	2	1	1	3	3	4	6	3	3	2	2	2	2	4	3	3	5	3	4	4	3	3	4	4	3	4	2	4	24	22	29	35	25	21
279	52	male	steady relationship	yes	high school	work	no	0	4	5	5	5	5	5	3	4	4	4	4	4	3	4	2	1	4	2	4	4	1	3	2	2	5	5	2	4	2	4	4	2	2	4	7	4	3	2	3	3	3	2	2	3	2	3	3	3	4	4	4	4	1	4	3	3	4	4	29	26	27	35	41	18
280	23	male	single	no	undergraduate degree	work	no	0	2	5	4	4	5	4	3	4	3	3	3	4	2	4	1	2	3	3	5	3	1	4	1	2	4	4	3	4	3	4	4	3	2	6	7	7	7	6	3	2	2	2	3	2	2	2	3	2	4	4	4	4	4	4	4	4	3	2	24	22	23	37	39	21
281	25	female	married first time	no	some additional training	work	yes	80	3	2	4	2	2	4	4	4	4	2	3	4	4	4	2	1	3	1	5	5	2	3	1	2	4	5	1	4	1	3	5	1	1	6	6	7	7	4	2	1	3	2	1	3	2	2	2	4	4	4	4	4	4	4	3	2	3	4	17	25	22	36	41	13
282	62	female	married first time	yes	some secondary school	spouse/partner	no	0	4	5	5	5	5	5	4	4	4	4	4	4	3	4	2	2	5	1	4	4	1	4	1	3	4	4	2	4	1	4	4	2	1	5	4	3	5	6	1	1	3	2	3	2	2	2	3	2	4	4	4	4	4	4	2	4	3	1	29	27	21	34	41	16
283	35	female	married first time	yes	some additional training	life in general	no	0	2	4	4	4	5	4	4	4	3	4	4	4	3	4	1	1	4	1	4	4	1	4	2	2	1	3	1	2	1	4	4	1	1	5	4	3	3	6	3	3	3	1	2	4	2	2	3	2	4	4	4	4	4	3	3	3	4	4	23	26	25	37	34	12
284	36	female	married first time	yes	primary school	children	no	0	4	5	5	5	5	4	2	4	4	3	3	2	4	5	3	1	5	1	4	4	1	4	2	3	4	4	1	4	1	4	4	1	1	7	7	7	7	7	3	2	2	2	2	5	2	1	3	1	4	4	4	4	1	4	4	4	4	4	28	22	23	37	42	15
285	45	female	remarried	no	high school	work	no	0	2	5	4	5	5	5	4	3	4	4	3	4	4	5	2	1	4	1	4	5	2	4	1	2	2	3	1	4	1	4	4	1	1	5	5	5	5	2	3	2	3	2	2	1	2	1	3	1	4	4	4	4	4	4	4	4	4	4	26	26	20	40	39	13
286	44	female	married first time	yes	graduate degree	children	no	0	2	5	4	5	5	5	4	3	4	4	3	3	3	4	2	1	2	1	3	4	2	3	1	2	4	3	1	4	1	5	4	2	2	5	6	6	7	5	2	1	3	2	2	3	2	2	1	2	3	4	4	3	4	3	3	4	3	4	26	24	20	35	36	15
287	37	male	married first time	yes	undergraduate degree	work	no	0	4	4	4	4	4	4	4	3	4	4	4	3	4	4	2	3	2	1	4	2	1	3	2	3	3	2	3	3	1	3	3	3	1	4	4	4	4	2	3	3	4	3	2	3	4	4	3	3	3	3	4	3	4	3	3	3	4	3	24	26	32	33	29	20
288	24	female	steady relationship	no	undergraduate degree	life in general	no	0	4	5	5	5	5	5	4	4	4	4	4	4	4	4	2	1	4	2	5	5	1	5	3	3	4	4	1	4	3	3	3	1	1	7	7	7	7	7	1	2	3	2	2	2	2	2	4	2	4	4	4	4	4	4	4	4	3	2	29	28	22	37	41	18
289	56	female	widowed	yes	undergraduate degree	work	yes	90	3	5	4	5	5	5	2	3	4	4	4	4	3	5	2	1	5	1	3	5	1	3	1	2	5	4	1	3	1	5	3	2	3	4	4	4	5	6	3	1	3	2	2	4	2	2	3	3	3	3	4	3	4	2	3	3	4	4	27	24	25	33	41	15
290	31	male	living with partner	no	graduate degree	work	yes	30	3	4	3	4	5	5	4	1	4	4	4	4	3	4	2	1	4	1	4	4	2	4	2	2	3	4	1	4	2	4	5	3	1	5	5	5	6	2	3	2	3	2	2	2	2	2	2	1	4	4	4	4	4	4	4	4	4	4	24	24	21	40	40	17
291	44	female	single	no	some secondary school	work	yes	4	3	3	3	3	3	3	2	3	4	4	4	4	2	5	3	2	3	1	4	3	3	3	2	2	3	4	1	3	1	3	3	1	1	4	4	4	4	2	3	2	4	2	3	3	3	3	5	2	4	4	3	4	3	3	3	4	4	4	18	23	30	36	34	17
292	51	male	remarried	yes	some secondary school	money/finances	no	0	3	4	4	4	3	4	3	3	3	4	4	4	3	3	1	1	3	1	4	4	2	3	1	2	3	4	1	3	1	3	3	1	1	5	4	5	5	5	2	3	2	2	2	2	2	2	2	3	3	4	4	3	3	3	3	4	4	4	22	24	22	35	33	12
293	45	male	married first time	yes	some additional training	work	no	0	2	4	2	4	4	3	3	2	4	3	3	3	3	4	2	2	5	1	3	3	1	3	2	2	3	4	1	3	1	4	4	2	1	5	5	5	6	2	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	2	3	2	2	4	19	21	28	28	36	15
294	50	male	remarried	no	graduate degree	work	no	0	4	5	4	4	5	5	4	3	4	4	4	3	4	4	1	2	3	1	4	4	1	4	1	2	4	4	1	3	1	3	4	2	1	5	6	6	6	4	2	2	3	2	2	2	1	2	3	1	4	4	4	4	4	4	3	4	4	4	27	26	20	39	37	13
295	50	male	married first time	yes	some additional training	work	yes	280	3	4	3	3	3	3	3	3	3	3	3	3	3	4	3	2	3	1	4	3	1	3	1	2	2	3	1	2	1	3	3	2	1	3	1	5	4	3	3	3	3	2	3	3	3	2	3	3	4	3	3	4	3	4	3	3	3	4	19	21	28	34	30	15
296	19	female	single	no	some additional training	work			4	3	3	4	4	3	4	4	3	3	4	3	3	4	2	2	4	1	5	4	2	4	2	2	4	4	2	5	2	3	5	2	1	4	4	5	6	6	2	3	3	2	2	2	3	2	3	2	3	4	3	3	4	3	3	3	3	3	21	24	24	32	42	18
297	60	female	divorced	no	some secondary school		yes		3	2	3	4	3	3	2	3	1	1	4	1	3	4	3	2	2	2	3	3	2	2	2	2	3	4	2	4	3	4	4	3	3	4	4	4	6	5	5	4	4	2	3	3	2	3	4	3	4	4	4	4	1	4	4	4	4	4	18	15	33	37	33	24
298	56	male	steady relationship	yes	graduate degree	work	no	0	5	5	5	2	3	4	3	2	3	2	3	4	3	5	1	1	2	1	4	4	3	4	2	2	4	4	2	3	1	3	4	4	5	3	3	4	2	1	4	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	2	2	2	3	24	20	31	25	37	22
299	35	male	married first time	yes	some additional training	children	no	0	2	2	3	3	4	3	2	3	3	3	3	3	3	3	2	1	2	1	4	4	3	3	2	3	3	3	2	3	2	3	3	3	1	6	5	6	5	3	4	4	3	2	3	3	3	3	4	3	4	3	4	4	3	3	4	1	2	1	17	20	32	29	31	20
300	33	male	single	no	some secondary school	work	yes	30	2	4	1	3	3	1	2	3	4	3	3	4	3	2	1	1	2	1	4	4	1	4	3	2	2	2	1	4	1	3	5	1	1	2	2	2	2	1	3	3	2	1	3	2	2	3	2	1	3	3	3	3	3	3	3	3	3	4	14	22	22	31	32	13
301	32	male	married first time	no	some additional training	work	no	0	4	4	3	4	4	4	3	3	4	3	4	3	3	4	1	2	2	1	5	2	2	1	2	4	2	3	1	2	2	3	3	1	1	4	3	4	3	3	3	3	4	3	2	2	2	2	3	2	4	4	4	1	3	3	3	3	3	4	23	23	26	32	27	17
302	41	male	married first time	yes	graduate degree	work	yes	3	4	5	4	4	4	4	2	3	3	2	3	3	3	3	1	2	4	1	4	4	2	2	1	1	1	3	2	1	1	2	3	4	2	3	4	4	4	3	2	3	4	2	2	3	2	3	3	2	4	4	4	3	4	3	3	3	4	4	25	19	26	36	27	17
303	22	male	single	no	undergraduate degree	work	no	0	4	4	5	4	4	4	3	4	3	3	3	4	3	4	2	1	2	2	3	3	1	3	2	2	3	4	1	3	1	4	4	1	1	6	6	6	4	6	2	2	2	2	2	2	2	2	3	2	3	3	4	3	4	4	3	4	4	4	25	23	21	36	33	14
304	46	female	married first time	yes	some secondary school	family	no	0	1	4	5	4	5	5	3	4	4	1	3	4	4	4	2	1	5	1	5	3	2	3	1	1	3	3	1	2	1	4	3	1	1	6	4	5	6	5	3	2	3	2	3	2	1	2	2	1	4	4	4	4	1	4	4	4	4	4	24	23	21	37	35	12
305	28	male	living with partner	no	some additional training	work	no	0	4	2	4	3	5	5	3	3	3	3	4	3	2	4	2	1	3	1	4	3	1	3	1	3	2	3	1	3	1	3	3	1	1	5	5	5	5	4	2	2	3	2	3	3	2	2	3	2	4	4	4	4	4	3	2	3	2	4	23	21	24	34	31	13
306	33	male	married first time	no	some additional training	money/finances	no	0	3	4	3	4	4	4	4	4	3	4	4	3	3	2	1	1	2	2	3	4	1	3	2	4	2	3	1	2	2	3	4	1	1	4	4	4	3	5	2	2	3	2	3	4	2	3	2	2	4	4	4	4	3	3	2	3	4	4	22	25	25	35	28	16
307	75	female	married first time	no	some secondary school	family	no	0	1	3	5	3	5	5	4	4	1	1	4	3	2	5	3	1	3	1	1	5	3	2	1	2	1	3	1	1	2	3	4	1	1	6	5	5	3	2	1	1	4	3	4	4	2	2	3	1	4	4	4	4	4	4	4	4	4	4	22	19	25	40	28	16
308	36	female	divorced	no	some additional training	work	yes	20	2	5	3	5	5	4	3	3	3	3	4	4	4	3	3	1	3	1	4	4	3	4	3	4	1	3	1	2	2	2	1	1	1	4	3	1	3	1	4	3	3	1	2	4	2	2	2	3	4	4	4	4	4	4	4	3	4	4	24	24	26	39	27	20
309	36	male	steady relationship	no	some additional training	money/finances	yes	60	5	4	5	4	4	5	3	4	4	4	4	4	4	4	2	2	4	1	3	5	1	4	1	2	3	3	1	3	1	3	3	2	2	4	4	4	5	4	4	4	3	1	3	2	2	2	5	2	4	4	4	4	4	4	3	4	4	4	27	27	28	39	35	15
310	33	male	single	no	some additional training	work	no	0	2	4	5	4	4	4	2	4	1	3	3	3	3	4	4	1	4	2	4	4	1	3	1	2	1	4	1	4	1	3	4	1	1	3	3	3	2	2	3	3	3	4	3	1	3	3	4	1	4	4	1	4	1	4	4	3	2	3	23	19	28	30	35	15
311	44	female	divorced	no	graduate degree	work	no	0	4	4	4	4	4	4	3	3	3	3	3	3	3	4	1	1	4	1	4	4	1	3	2	2	3	4	1	3	1	4	4	1	1	2	4	4	3	3	2	2	2	2	2	2	3	2	2	2	4	4	3	4	3	4	4	3	2	3	24	21	21	34	37	12
312	23	male	steady relationship	no	undergraduate degree	work	no	0	2	4	3	4	4	4	3	3	2	3	3	3	4	5	2	2	2	1	5	5	2	4	1	2	4	4	2	4	2	4	3	3	3	5	5	6	4	3	3	4	3	2	2	5	2	2	3	2	3	3	4	3	3	3	3	3	2	2	21	21	28	29	40	20
313	44	female	married first time	yes	high school	lack of time	no	0	3	4	4	4	4	3	4	1	4	4	3	4	3	4	2	1	3	1	4	5	2	4	1	2	4	5	1	3	1	4	4	1	1	4	4	5	6	5	3	1	3	1	3	3	2	1	3	2	4	4	4	3	4	3	3	4	4	4	22	23	22	37	40	13
314	40	female	married first time	yes	high school	friendships	no	0	3	3	1	3	4	5	3	3	3	3	3	2	2	5	4	4	3	1	4	2	2	3	2	2	2	3	3	2	1	2	2	4	3	2	2	2	5	1	3	3	3	3	3	3	3	3	3	3	4	4	3	2	1	2	2	1	2	3	19	19	30	24	28	26
315	31	female	married first time	yes	undergraduate degree	life in general	no	0	4	4	4	4	4	4	3	4	4	4	4	4	3	5	3	2	4	1	5	3	3	4	2	3	5	3	2	4	2	4	3	2	2	6	6	6	7	7	3	2	4	2	2	3	2	2	4	2	4	4	4	4	4	4	4	3	3	4	24	26	26	38	40	22
316	26	female	steady relationship	no	undergraduate degree	money/finances	yes		4	4	3	4	5	3	4	4	3	4	4	4	3	4	2	2	3	1	3	3	1	4	1	3	1	2	1	3	3	2	3	1	1	3	3	5	4	3	3	2	3	2	2	3	3	3	4	2	4	4	4	4	3	4	3	3	4	4	23	26	27	37	28	16
317	21	female	single	no	undergraduate degree	work	no	0	2	3	3	3	3	2	4	3	3	4	3	3	3	3	4	1	2	1	3	4	2	2	1	2	1	2	2	3	1	3	3	4	2	4	5	5	4	4	4	3	4	3	4	2	3	4	1	1	3	3	4	3	4	3	3	3	4	4	16	23	29	34	26	20
318	46	male	married first time	yes	graduate degree	work	no	0	4	5	4	5	5	5	4	3	4	4	4	4	3	4	2	1	4	1	4	3	1	3	1	2	2	4	1	2	1	4	4	1	1	5	5	5	5	5	2	3	2	2	2	3	2	3	2	2	4	4	4	4	4	4	4	4	1	4	28	26	23	37	34	12
319	32	female	married first time	yes	high school	money/finances	no	0	3	4	2	4	4	4	3	4	3	3	4	3	4	3	2	1	4	2	4	3	2	4	1	1	2	2	1	4	1	3	3	2	1	6	6	5	5	5	2	3	3	1	2	3	2	2	2	2	3	3	4	3	4	4	4	1	4	4	21	24	22	34	32	14
320	20	male	single	no	high school	work	no	0	4	4	4	3	4	5	2	3	3	3	4	2	2	3	2	4	4	2	4	1	2	1	1	1	3	2	2	2	3	3	3	4	2	5	5	5	4	3	1	3	4	4	2	3	4	3	3	3	3	3	3	2	3	3	2	1	1	4	24	19	30	25	26	23
321	21	male	single	no	undergraduate degree	work	no	0	3	4	4	4	5	4	3	3	3	2	3	1	3	4	2	1	4	4	4	3	4	3	2	2	2	2	3	4	5	3	3	3	1	2	4	4	4	2	3	4	3	3	3	2	3	3	3	4	3	4	4	3	4	3	3	2	3	4	24	18	31	33	32	27
322	31	male	living with partner	yes	high school	health/illness	no	0	4	3	4	4	3	5	2	4	4	4	3	4	3	4	1	1	3	1	3	4	1	2	1	2	4	4	1	2	1	4	3	2	2	5	5	3	3	1	2	2	2	2	2	4	2	2	3	1	4	4	4	4	3	4	3	3	4	4	23	24	22	37	33	13
323	35	female	remarried	yes	some additional training	family	no	0	4	5	5	4	5	2	3	3	2	3	4	3	1	3	4	2	5	1	5	4	4	4	3	3	1	3	2	2	3	3	4	2	1	4	1	2	1	2	4	3	4	3	3	4	3	3	3	2	4	4	4	4	4	2	3	2	2	3	25	19	32	32	34	25
324	26	male	living with partner	no	undergraduate degree	work	no	0	2	4	4	3	3	5	3	3	4	4	3	4	3	4	1	1	3	2	5	3	1	3	2	3	3	3	2	3	3	4	4	2	2	6	5	5	3	4	3	2	3	2	3	2	2	2	1	2	4	4	4	4	4	4	4	4	3	3	21	24	22	38	35	19
325	23	female	single	no	undergraduate degree	work	no	0	3	4	4	4	3	3	2	3	3	2	4	2	2	3	3	2	3	2	3	3	3	2	2	2	3	3	1	3	2	3	2	2	1	4	5	4	3	6	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	2	3	3	21	18	31	29	28	20
326	39	female	married first time	yes	some additional training	work	no	0	4	4	4	5	4	4	3	4	4	3	4	4	3	4	1	1	4	1	5	2	2	3	1	4	4	4	1	5	4	4	5	1	2	2	4	6	7	7	3	3	4	2	3	3	2	2	3	2	4	4	4	4	4	4	3	3	4	4	25	25	27	38	40	18
327	46	male	remarried	yes	graduate degree	lack of time	no	0	2	3	2	4	3	2	2	3	3	3	3	3	2	3	2	2	2	1	4	4	2	3	2	3	2	3	2	3	1	4	3	2	2	4	4	5	5	4	3	3	4	2	3	3	3	3	4	3	4	4	4	4	4	3	3	4	3	4	16	19	31	37	31	19
328	60	female	married first time	no	undergraduate degree	family	yes	140	4	4	3	5	5	4	2	3	4	3	4	4	3	4	4	1	2	2	4	4	4	3	2	3	2	3	1	4	2	3	3	3	3	6	6	6	6	6	5	3	4	2	3	2	2	3	2	1	3	3	4	3	2	3	3	1	2	3	25	23	27	27	32	25
329	42	male	married first time	yes	graduate degree	work	no	0	4	5	3	4	4	4	4	2	3	4	4	1	4	5	3	2	4	1	4	4	2	4	3	2	4	4	2	4	2	4	3	2	2	5	3	5	5	3	4	3	3	2	2	3	2	2	2	2	4	3	4	4	4	3	3	3	3	3	24	22	25	34	40	21
330	35	female	married first time	yes	some secondary school	children	no	0	4	5	4	4	5	4	4	4	4	4	4	4	4	4	2	2	4	2	4	5	2	4	1	4	3	3	2	3	2	3	4	1	1	6	6	6	6	3	2	2	3	2	2	2	3	2	2	2	4	4	4	3	2	4	4	4	2	4	26	28	22	35	37	19
331	22	female	single	yes	high school	money/finances	no	0	5	2	3	3	2	2	3	3	2	3	4	3	2	4	3	1	3	4	3	2	3	3	2	1	4	3	1	4	4	3	2	1	1	3	3	3	1	2	3	3	3	3	4	3	4	3	3	3	4	4	2	3	3	2	2	2	2	2	17	20	32	26	31	21
332	44	female	married first time	yes	high school	work	no	0	5	3	5	3	1	5	1	4	2	1	4	4	1	5	3	1	3	1	5	5	3	4	3	3	3	4	1	3	1	3	3	2	1	4	4	4	4	1	4	1	4	2	3	3	2	2	5	3	4	4	4	4	4	4	4	4	4	4	22	17	29	40	38	19
333	46	male	separated	no	some additional training	family	no	0	2	3	4	2	4	2	3	3	4	4	2	4	4	4	2	1	4	1	3	4	2	3	1	1	2	3	1	3	1	3	4	2	1	2	2	5	6	2	2	4	1	2	3	3	3	2	2	3	4	4	4	3	4	4	4	4	4	2	17	24	25	37	33	13
334	29	female	married first time	yes	high school	work	no	0	3	3	3	3	3	4	3	3	3	3	1	3	4	4	3	1	3	1	3	3	1	3	1	2	3	4	1	3	1	3	4	1	1	5	5	6	6	3	3	3	3	2	2	3	2	2	3	2	4	4	4	3	4	4	2	3	4	4	19	20	25	36	33	13
335	55	male	divorced	no	undergraduate degree	work	no	0	4	4	4	4	4	4	3	3	3	3	3	4	4	4	2	1	3	1	4	4	1	4	2	2	4	4	1	4	3	4	4	1	1	4	4	4	5	2	2	2	2	2	2	2	2	2	3	2	3	4	4	4	4	4	3	4	4	4	24	23	21	38	39	15
336	21	female	single	no	undergraduate degree	work	no	0	4	2	2	2	4	5	3	3	4	4	2	4	2	4	4	2	3	1	4	4	4	4	1	2	3	3	2	4	1	4	4	4	3	4	4	4	4	4	3	3	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	19	22	30	31	37	24
337	41	female	remarried	yes	undergraduate degree	money/finances	yes	100	4	5	4	5	5	5	3	3	4	4	2	4	3	5	3	2	4	1	4	4	2	4	1	2	4	4	2	4	1	4	4	3	1	5	5	5	5	6	3	2	3	1	2	4	2	2	3	3	3	4	4	3	4	3	4	4	4	4	28	23	25	37	41	18
338	67	male	married first time	no	high school	health/illness	no	0	4	4	4	4	5	5	4	4	4	4	4	3	4	4	2	2	4	5	4	4	2	3	1	2	3	4	2	2	5	2	4	4	1	5	6	4	5	3	4	4	4	2	3	3	3	2	4	2	3	4	3	3	2	2	2	3	1	3	26	27	31	26	34	26
339	53	female	married first time	no	some additional training	spouse/partner	no	0	3	4	4	5	2	4	4	3	4	4	4	4	4	4	3	2	3	1	4	5	3	4	1	2	3	3	1	3	1	3	4	1	1	2	2	2	2	2	4	1	2	2	3	2	2	2	2	1	4	4	4	4	4	4	4	2	4	4	22	27	21	38	36	16
340	56	female	married first time	no	some secondary school	health/illness	no	0	5	2	4	3	4	4	3	4	2	2	3	3	3	5	2	2	2	1	5	2	2	4	1	2	2	2	3	2	1	3	4	3	1	4	3	4	6	5	3	3	2	2	3	2	2	2	2	2	3	3	4	3	4	4	3	2	3	4	22	20	23	33	31	18
341	18	female	single	no	high school	work	no	0	3	4	2	4	4	4	3	3	4	3	3	4	3	4	2	1	3	2	4	2	2	3	3	3	4	4	2	3	4	3	3	3	2	4	4	3	5	5	3	3	4	3	2	2	3	3	2	1	4	4	4	3	2	3	3	3	3	4	21	23	26	33	33	24
342	44	female	single	no	graduate degree		yes	25	3	4	5	5	5	4	4	4	4	4	4	4	4	4	4	2	2	4	5	4	3	4	1	2	4	4	2	3	2	4	4	2	1	5	4	4	5	5	4	3	4	2	3	2	1	2	3	2	4	4	4	4	4	4	4	4	3	3	26	28	26	38	38	23
343	51	male	remarried	yes	high school	work	no	0	4	5	4	5	5	4	4	3	3	4	4	4	4	4	2	1	4	1	4	3	1	3	2	2	3	3	1	4	1	4	4	2	1	5	5	5	5	5	3	2	1	2	2	1	5	1	2	2	4	3	4	3	4	3	3	4	4	4	27	26	21	36	36	14
344	64	male	married first time	no	graduate degree	money/finances	no	0	4	5	4	4	5	3	4	3	4	3	4	4	3	4	1	2	4	2	3	4	1	3	2	1	1	3	2	3	1	3	3	1	1	4	5	4	4	2	2	3	3	2	3	2	2	3	3	2	4	4	4	3	4	3	3	4	2	4	25	25	25	35	31	14
345	38	female	divorced	yes	undergraduate degree	work	no	0	2	4	4	4	3	4	3	3	3	3	3	3	3	5	2	2	3	1	4	4	2	4	1	2	4	4	2	4	1	4	4	2	2	5	5	5	6	5	3	3	3	2	2	3	3	2	3	2	3	4	4	3	4	3	3	3	4	4	21	21	26	35	40	17
346	48	male	married first time	yes	some additional training	work	no	0	5	4	4	5	3	4	4	4	4	4	4	4	4	4	2	1	4	1	4	4	1	4	2	2	3	2	1	4	1	4	4	2	1	4	4	4	5	2	2	3	2	1	3	2	2	2	3	1	4	4	4	4	4	4	4	4	4	4	25	28	21	40	37	14
347	27	male	living with partner	no	high school	money/finances	yes	150	4	5	5	4	3	5	3	4	2	3	4	4	4	3	2	2	3	1	5	2	5	2	1	3	3	2	2	3	1	4	5	2	2	5	5	6	6	7	3	2	3	2	3	2	2	2	3	2	4	4	4	4	4	3	4	4	3	4	26	24	24	38	32	21
348	46	female	married first time	yes	undergraduate degree	work	no	0	3	4	1	3	3	3	2	2	2	2	4	1	2	3	2	1	5	2	2	4	2	3	1	3	3	3	1	4	4	3	3	1	1	5	3	5	5	4	1	2	3	3	3	4	3	4	3	4	2	4	3	2	1	2	2	1	1	2	17	15	30	20	33	18
349	48	female	married first time	no	high school	lack of time	no	0	3	3	4	4	3	3	2	3	2	3	1	3	2	4	1	2	2	1	5	3	3	3	2	2	2	4	2	3	1	2	3	4	4	3	3	2	3	6	3	3	4	3	4	3	3	3	4	2	4	4	4	3	4	2	3	2	3	4	20	16	32	33	31	22
350	55	female	married first time	no	some additional training	life in general	no	0	5	5	4	4	5	5	3	3	3	2	3	3	3	4	3	1	3	1	3	1	2	3	1	1	2	3	2	4	1	3	3	2	2	5	4	6	6	4	3	2	3	1	2	4	2	2	3	4	4	4	4	4	4	4	2	4	4	4	28	20	26	38	29	16
351	34	male	married first time	yes	high school	work	no	0	4	4	3	5	5	5	2	4	4	1	4	2	3	3	5	1	5	1	3	4	5	4	3	4	2	2	1	3	3	3	3	1	1	1	1	3	3	1	3	3	3	4	3	4	2	3	4	3	4	4	4	4	4	3	4	3	1	2	26	20	32	33	32	25
352	27	male	married first time	no	undergraduate degree	lack of time	no	0	3	2	2	2	3	3	3	2	3	3	3	2	2	3	2	1	2	3	4	3	5	2	2	2	2	2	1	4	1	4	3	3	3	2	6	3	4	1	2	2	3	2	3	3	4	2	4	2	2	3	3	3	3	2	3	1	2	2	15	18	27	24	29	23
353	63	female	divorced	no	high school	family	no	0	3	2	4	3	3	3	2	3	1	1	3	3	2	4	3	2	4	2	5	5	2	4	1	1	3	3	1	4	2	4	3	1	1	1	3	3	4	3	3	3	2	3	4	2	2	3	3	1	3	3	3	3	3	3	3	3	3	2	18	15	26	29	39	16
354	23	female	steady relationship	no	some additional training	work	no	0	3	4	4	3	4	4	3	3	2	3	4	3	1	3	4	2	3	1	4	4	5	3	2	4	3	3	2	3	2	3	3	2	2	2	4	4	4	3	4	3	4	2	3	3	3	2	4	3	4	4	3	3	4	3	4	1	2	3	22	19	31	31	32	26
